Australian subterranean termite|The Australian subterranean termite is similar in appearance to a white ant about 4-7mm in size but without the typical small ant 'waist'. If you suspect you have found this pest call 0800 80 99 66. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1822/Australian-subterranean-termite
Australian tree fern|"Australian tree fern can grow up to 12 m in height, and has a slender trunk of about 3-6"" thick. It looks similar to native tree ferns, but the stipe base has two different types of scales . . ."|https://apps.mpi.govt.nz/applications/nzpests-view/Article/437/Australian-tree-fern
Bacterial leaf scorch |Xylella fastidiosa (Xf) has a rapidly expanding host range and over 300 plant species in 75 different plant families can be affected. It is a bacteria which blocks the xylem vessels of plants and causes symptoms similar to water stress, including . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1112/Bacterial-leaf-scorch
Balloon vine|Balloon vine is a perennial climber. Its name comes from the light-green thin-walled papery 4-8 cm long inflated capsule containing three black seeds . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/456/Balloon-vine
Bamboo longhorn beetle|The adult beetles are small at approximately 15 mm long and 5 mm wide with very long antennae. The head is black and the body is a distinct yellow with black tiger-like markings. The larvae are a rather slender, milky white and fully grown are about . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1821/Bamboo-longhorn-beetle
Bamboo moth|This moth poses no threat to New Zealand and is already established here so there is no need to report this caterpillar although MAF asks that the public continue to report any other unusual hairy caterpillars feeding on other plants as these may be . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1820/Bamboo-moth
Banana passionfruit|Banana passionfruit is very similar to Northern banana passionfruit . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/458/Banana-passionfruit
Banjo frog|"Banjo frogs are also commonly called the pobblebonk after its distinctive ""bonk"" call, which is likened to a banjo string being plucked. Banjo frogs have warty skin, thick, short legs, and round heads. . ."|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1819/Banjo-frog
Bat-wing passion flower|The bat-wing passion flower is a shade tolerant vine that has distinctive bat wing shaped leaves that may have a pale green stripe along the midrib . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/468/Bat-wing-passion-flower
Big headed ant (1)|The big-headed ant is native to parts of South East Asia and has been introduced to the United States and a number of Pacific islands. They are 2.5mm to 4.5mm long with larger ants having heads larger than those of other ant species. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1818/Big-headed-ant-1
Big headed ant (2)|The big-headed ant is also known as the brown house ant and is among the largest of the ant species. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1817/Big-headed-ant-2
Bird flu|Avian Influenza is a disease of birds.Highly pathogenic avian influenza (HPAI) is a severe form of the disease that spreads quickly, causing sudden death in poultry. The H5N1 (Asian strain) avian influenza virus, commonly referred to as bird flu is . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1816/Bird-flu
Black crazy ant|Black crazy ants are very common in many countries and are regularly intercepted on imported products at the New Zealand border. They could potentially compete with some of our native species. They are distinctive for their erratic and rapid walk. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1815/Black-crazy-ant
Black Grass|Black grass, also known as slender meadow fox tail, is a serious invasive plant that affects winter crops in Europe, including winter wheat, grass seed, rapeseed, forage legumes and barley. Black grass spreads quickly in cultivated crops, competing . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1814/Black-Grass
Black widow spider|The black widow spider can be recognised by the red hourglass marking on its ventral side of the abdomen. The black widow spider is about 2.5 - 3.8 cm in body length and is a lustrous black colour except for the red coloured hourglass marking. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1813/Black-widow-spider
Bladderwort|Bladderworts are mat-forming algae-like perennials that are submerged just below the surface of the water or entangled with other plants . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/679/Bladderwort
Bladderwort|Utricularias are creeping terrestrial bladderworts. They have broad green leaves up to 2.5 cm long that lie flat on the ground . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/680/Bladderwort
Blue morning glory|Blue morning glory is a high-climbing vine with tough hairy stems and tough fibrous roots without rhizomes . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/681/Blue-morning-glory
Blue passion flower|This is a vigorous evergreen high-climbing vine which grows to 6 m. Stems are long and angular with spiralling tendrils.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/683/Blue-passion-flower
Blue spur flower|Plectranthus is a trailing or straggling herb with stems covered in purple hairs. It has hairy, oval, textured leaves (5-12 x 3-7 cm) with serrated edges, . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/684/Blue-spur-flower
Bogbean|Bogbean is a perennial plant that can grow in bogs and marshes and at the fringes of lakes or slow- flowing rivers. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/685/Bogbean
Bolivian Fuchsia|Bolivian fuchsia is a small erect shrub (2-5 m tall) with grey-green opposite leaves (5-10 cm long) . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/686/Bolivian-Fuchsia
Bomarea|The two species of bomarea are similar and are difficult to distinguish. Both are tuberous-rooted vines with thin, pale green, elongated and pointed leaves. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/687/Bomarea
Bonamia ostreae |Bonamia ostreae is a protozoan parasite that has caused mass oyster deaths in European flat oysters. This organism was detected in New Zealand for the first time in January 2015 in samples of flat oysters from an upper South Island aquaculture . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1812/Bonamia-ostreae
Boneseed|This is a bushy shrub that grows 2-3 m high. Stems are ribbed and woolly when young but become smooth as they mature.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/688/Boneseed
Bovine Spongiform Encephalopathy|Bovine spongiform encephalopathy is one of a group of brain wasting diseases known as transmissible spongiform encephalopathies (TSEs). BSE is a progressive, fatal disease of adult cattle cause by infectious agents called prions. If you suspect you . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1691/Bovine-Spongiform-Encephalopathy
Brown dog tick|These ticks are red-brown in colour. They have a four-stage life cycle where they develop from eggs into larvae, nymphs and then adults. Each phase (apart from the eggs) attaches to the host animal (almost exclusively a dog) for a blood meal. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1811/Brown-dog-tick
Brown marmorated stink bug|Brown Marmorated Stink Bug (Halyomorpha halys) is an agricultural pest found in Asia, notably China, Japan, and Korea; it has aggressively invaded the US and could successfully establish in New Zealand. Report any suspected sightings to MPI on 0800 . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/827/Brown-marmorated-stink-bug
Brucellosis|Most species of Brucella infect specific host species. Most Brucella species can also infect humans causing serious disease with often long-term effects. If you suspect Brucella, call MPI immediately 0800 80 99 66. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1693/Brucellosis
Bullfrog|The bullfrog can reach 10-20 cm in body length and weigh 60-900 g. The bullfrog's skin colour can be anywhere from light green to dark olive to nearly brown or black. The shade of colour may vary in any individual at different temperatures.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1690/Bullfrog
Bushy asparagus|A trailing scrambler with thin wiry stems that grow from small tubers. The stems are branched towards the tips and have sparse cladodes . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/689/Bushy-asparagus
Californian bulrush|This is a large aquatic perennial sedge, with tall rounded or triangular bright-green stems, growing up to 3 m tall. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/690/Californian-bulrush
Cane Toad|Cane toads can be distinguished by their warty skin,the bony ridges over each eye and the enlarged gland on each shoulder.They can grow up to 15 centimetres in length and range from an olive-brown to reddish-brown on their backs with a brown flecked . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1689/Cane-Toad
Cape sundew|Cape sundew is a perennial, with linear leaves up to 6.5 cm long, arranged in a basal rosette. The leaves are densely covered with tentacle-like hairs, . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/691/Cape-sundew
Cape Tulip|Cape tulip is a perennial herb in the iris family (Iridaceae), produces shoots annually in winter, and dies back to an underground corm in early summer. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/692/Cape-Tulip
Cathedral bells|Cathedral bells is a fast-growing perennial vine. It grows over trees and shrubs in open forest-edge situations after escaping from gardens. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/694/Cathedral-bells
Cat's claw creeper|Cat's claw creeper is a tendril climber from South America with large yellow trumpet flowers in late spring, followed by long bean-like seed pods . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/693/Cats-claw-creeper
Cattle Tick|Rhipicephalus microplus is not present in New Zealand but is found worldwide in subtropical and tropical regions, including northern Australia. Call 0800 80 99 66 if you find a cattle tick. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1688/Cattle-Tick
Caulerpa seaweed|Caulerpa (Caulerpa taxifolia) is a highly invasive green alga that can cause major ecological and economic damage. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1687/Caulerpa-seaweed
Chameleon plant|Chameleon plant is a perennial ground cover. The leaves are heart-shaped and are usually variegated cream, bronze, scarlet and green but may revert to a plain green colour.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/695/Chameleon-plant
Chilean flame creeper|Chilean flame creeper is a perennial vine with slender stems and delicate five-fingered leaves. Its leaf stalks coil round, allowing the plant to climb. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/696/Chilean-flame-creeper
Chilean glory creeper|Chilean glory creeper is a rapidly growing perennial vine and is evergreen or deciduous in colder climates. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/697/Chilean-glory-creeper
Chilean mayten|Chilean mayten is an evergreen tree. The leaves can be up to 50mm long, with almost no stalk, and are finely serrated and hairless. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/698/Chilean-mayten
Chilean rhubarb|Chilean rhubarb is a large clump-forming herbaceous plant which can grow up to 2 m high. It has stout rhizomes, and massive umbrella-sized leaves  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/699/Chilean-rhubarb
Chinese knotweed|Stems are pinkish in colour and leaves are generally soft textured, serrated edged and 4-16cm long. The leaves have a conspicuous pale v-shaped blotch. Chinese knotweed flowers in autumn. Flowers are cream/pink and grow in clusters at the end of . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1686/Chinese-knotweed
Chinese mitten crab|The Chinese mitten crab is light brown with a body width up to 8cm. Adults have dense patches of hairs on the claws (from which the species gets its name).  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1685/Chinese-mitten-crab
Chinese pennisetum|Chinese pennisetum is an erect, tufted, unpalatable grass which grows up to 1m high.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1684/Chinese-pennisetum
Christmas berry|Christmas berry is an evergreen shrub or tree up to 6 m tall. It has a short trunk, which is usually hidden by dense and intertwining branches. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/700/Christmas-berry
Chronic wasting disease|CWD is characterised by a loss of body condition and changes in behaviour in affected deer or elk. Most cases of CWD are in animals three to seven years old, although the disease has been seen in young animals. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1683/Chronic-wasting-disease
Citrus canker|On stems and fruit, canker lesions are raised and corky and surrounded by an oily or water-soaked margin. No yellowing (chlorosis) surrounds twig lesions, but it may be present around fruit lesions. Report any sightings of citrus canker to MPI 0800 . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1682/Citrus-canker
Clasped pondweed|Clasped pondweed is a submerged freshwater aquatic plant that occurs in still and flowing water.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/701/Clasped-pondweed
Clematis|Fragrant virgin's bower is a deciduous climbing vine with long woody round and weakly ribbed stems. Leaves are in opposite pairs on the stem and are bipinnate with thick, sparsely hairy, unlobed small leaflets that fall in Autumn . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/703/Clematis
Clerodendrum|Clerodendrum trichotomum is a large shrub or small tree (up to 6 m in height) with clusters of fragrant white flowers on branching stems from December to March. The fruit is bright blue surrounded by a magenta red calyx. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/704/Clerodendrum
Climbing asparagus|This vine is a scrambling or climbing perennial with tuberous roots, and green, thin, wiry stems (2-4 m long) that are branched at the top. The true leaves are inconspicuous, but it has flat cladodes (5-15 mm x 1-1.5 mm) that are leaf-like . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/705/Climbing-asparagus
Climbing spindle berry|Climbing spindle berry is a deciduous vine that can grow up to 12 m tall. Leaves taper to a point, are 5-10 cm long and serated. Climbing spindle berry has inconspicuous flowers, followed by brilliant orange fruit with a scarlet centre.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/706/Climbing-spindle-berry
Clover Root Weevil|Larvae are small creamy white grubs. The larvae range from 1-6 mm in length and have a brown head. Clover root weevil larvae are generally smaller than grass grub larvae and lack the distinctive C-shape and bulbous tail. The adult Clover root weevil . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1681/Clover-Root-Weevil
Colorado Potato Beetle|Adults are 8.5-11.5 mm long, have striking orange-yellow colourings with 10 long black stripes on their backs. The hump-backed larvae are reddish in colour with two rows of black spots on either side. Report any sightings to MPI on 0800 80 99 66 . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1680/Colorado-Potato-Beetle
Coltsfoot|Coltsfoot is a perennial mat-forming herb with long creeping rhizomes. Its large, leathery, kidneyshaped leaves are finely toothed at the margins. The top surface is smooth and green but the underside is covered with greyish-white woolly hairs. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/730/Coltsfoot
Common wasp|"Common wasps Vespula vulgaris are very similar in appearance to German wasps. Females are easily identified by: a black mark behind the eye on the side of the head, an anchor-shaped or dagger-shaped mark on the ""face"", yellow bands on the ""shoulders"" . . ."|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1678/Common-wasp
Crack willow|Crack willow is a deciduous tree that grows to 25 m. This tree has spreading rather than hanging branches with rough and fissured bark. Root suckers and rootlets are bright-red when in or near water.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/731/Crack-willow
Darwin's barberry|This is an evergreen shrub that grows up to 4 m high. It has small clusters of dark-green leaves (each up to 3 cm long) with spiny edges and five short sharp spines below each group of leaves.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/732/Darwins-barberry
Devil's tail tearthumb|Their light greens leaves have a characteristic triangular shape and are 2-7cm wide. The veins on the underside of the leaf stalks have barbs to help the plant climb. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1677/Devils-tail-tearthumb
Didemnum, aka Whangamata sea squirt|Didemnum is a leathery or spongey textured, light mustard coloured sea squirt which often presents like a yellowish wax dripping over a structure such as a rope or mussel line. Its surface has darkish leaf-like veins with pores.There are a number of . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1676/Didemnum-aka-Whangamata-sea-squirt
Didymo|"Didymo, also known as ""rock snot"", was first reported in New Zealand in the Lower Waiau River in 2004. Didymo is a microscopic pest that can be spread by a single drop of water. Even if you can't see it you could be spreading it. To stop the spread . . ."|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1675/Didymo
Drooping sedge|This species is a tall-growing sedge with stems that can be up to 2.5 m tall. These smooth stems are three sided, with leaves that are between 15 and 20 mm wide.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/733/Drooping-sedge
Dusky coral pea|Kennedia rubicana grows rapidly and has the ability to shade, smother and suppress the growth of both low-growing and canopy species.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/734/Dusky-coral-pea
Dutch Elm Disease|Dutch Elm Disease is a fungal disease spread by bark beetles, but can also spread directly through root grafting between neighboring trees. The fungus clogs water-conducting tissues in infected trees. The tree responds by forming gum within its . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1674/Dutch-Elm-Disease
Eelgrass|Eelgrass is a submerged perennial freshwater aquatic plant which can grow up to 5.5 m tall. It is bottom-rooting with stout rhizomes, and produces long ribbon-like light-green leaves from nodes at regular intervals. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/735/Eelgrass
Egeria|Egeria is a freshwater aquatic herb. It is bottom-rooted, and grows up to 5 m tall. It is denser and leafier than other oxygen weeds elodea, hydrilla and lagarosiphon . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/859/Egeria
Elephant grass|Elephant Grass is a large perennial that can grow more than 3m high.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1673/Elephant-grass
Equine Infectious Anaemia|Equine infection anaemia (EIA) is a disease of equids (horses, donkeys, and zebras) and is cause by equine infection anaemia virus, a member of the retrovirus family which includes the human immunodeficiency virus. If you suspect you have found . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1672/Equine-Infectious-Anaemia
Equine influenza|Equine Influenza (EI) is a major viral respiratory disease. It can cause significant disease in adult horses and can be fatal for foals. The disease lasts several days with full recovery taking two to three weeks, although some horses may develop . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1671/Equine-influenza
Eucalyptus leaf beetle|Adult eucalyptus leaf beetles are dark brown or black with large red spots. The beetle is about 1cm in length. Larvae are about 0.4 to 0.8cm long, yellow and brown with long black hairs. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1670/Eucalyptus-leaf-beetle
Eudistoma elongatum|It looks like clusters of white or cream coloured tubes or 'sausages'. Each rope or 'sausage' is actually a cylinder or tunic, containing numerous small individuals. The long cylindrical heads are generally between 5 - 30cm long, but in some . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1669/Eudistoma-elongatum
European alpine newt|The European alpine newt is a small lizard-like amphibian that is generally 5 - 11cm in length. Males have a dark grey back and females have a dark brown back. The skin surface on the back and head appears rough-textured and knobbly. These newts have . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1668/European-alpine-newt
European foulbrood disease|European foulbrood disease is not present in New Zealand and the honey bee population is free from the disease. If you suspect you have found European foulbrood disease in New Zealand, call 0800 80 99 66. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1666/European-foulbrood-disease
European shore crab|The crab is medium-sized with a body width up to about 9 cm. It has five distinctive spines on either side of the eyes on the front end of the body. The upper body is mottled dark brown to dark green, with small yellow patches. The underside varies . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1664/European-shore-crab
Evergreen buckthorn|This plant is an evergreen shrub that grows to 2-3 m tall. Ovalish leathery leaves (15-60 x 10-30 mm) are glossy and slightly toothed. It has small green petal-less fragrant flowers (3-4 mm in diameter) which are produced from May to November. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/861/Evergreen-buckthorn
Fairy crassula|Fairy crassula is a creeping succulent herb. Leaves are fleshy, about 4 x 4 cm and covered with small, pitted dots. Flowers are pale pink and small, but in large clusters. Small plantlets develop in these clusters after flowering. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/890/Fairy-crassula
Fall Webworm|The pest is most distinctive as a caterpillar as it has very long hairs. Caterpillars spin a silken web around the foliage of a tree and feed on the enclosed leaves. Rather than the pest itself you are most likely to notice the webs that they spin. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1662/Fall-Webworm
False katipo spider|The false katipo spider Steatoda capensis is often confused with the katipo spider, redback and black widow spiders as some individuals may have a faint red stripe on its abdomen. The false katipo spider can be distinguished by the arrangement of . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1661/False-katipo-spider
False tamarisk|False tamarisk is a deciduous shrub growing up to 1.5 m tall. Leaves are small (up to 5.5 mm long and 1.6 mm wide) and held close to branches. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/895/False-tamarisk
Fanwort|It is an herbaceous, submerged, rooted aquatic perennial, with both submersed and floating leaves. The flowers are white to purplish or yellow. The plant often grows in water from 0.4 - 1.2 m and up to 6 m deep and can survive in a free-floating . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1658/Fanwort
Field horsetail|Field horsetail is a perennial fern ally which is poisonous to livestock. It grows up to 80cm tall, but dies back in winter. It prefers damp, open ground, particularly along stream and riverbanks. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1656/Field-horsetail
Fire tree|Fire tree is an evergreen shrub or small tree that usually grows around 8 m tall. Its branches are covered with reddish hairs and its leaves are narrow and leathery (4-11 cm long). Flowers are on short spikes and the fruit are purple-black and warty . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/898/Fire-tree
Firethorn|Firethorn is a shrub growing up to 4 m tall. It has oblong-shaped leaves up to 5 cm long, and small branches which are tipped with a thorn. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/953/Firethorn
Florida Red Scale|It is a leaf-infesting species, but in high-density infestations it may spread to fruits, stems and trunks, and may cause premature leaf fall and fruit drop and stem dieback. An infestation appears as dark-purple to reddish-brown or black spots with . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1651/Florida-Red-Scale
Food mites|Food mites sometimes infest food and food cupboards. They are tiny - about 0.5mm long - and appear as tiny white specks which move slowly away from a source of light. They are indicative of high humidity and are often associated with mildews and . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1649/Food-mites
Foot-and-mouth disease|Foot-and-mouth disease (FMD) is a highly contagious viral disease. It is not present in New Zealand. Report any suspected cases to MPI immediately 0800 80 99 66. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1647/Foot-and-mouth-disease
Formosa lily|Formosa lily grows up to a metre tall and has narrow, lance-shaped leaves up to 13 cm long and coming off the main stem. It produces purple-tinged white, trumpet-shaped flowers which are 15 to 18 cm long. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/956/Formosa-lily
Formosan Subterranean Termite|Winged adults are approximately 13mm long, light brown with oval heads. Soldiers are pale yellow (with orange/brown heads) and workers are smaller with cream coloured bodies. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1645/Formosan-Subterranean-Termite
Fo-Ti|Stems are twining: Young stems are pale green, changing to red as they mature. In older plants, the stems may be woody in nature. Leaves are  3-7 cm in length, 2-5 cm in width and are roughly arrowhead-shaped, with a smooth edge. The upper surface is . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1650/Fo-Ti
Fountain grass|Fountain grass is an attractive but aggressive tufted perennial grass growing up to 1m tall. It has been grown ornamentally but has spread to waste land and could cause future problems in open forest areas. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1644/Fountain-grass
Fringed water lily|Fringed water lily is very similar to marshwort. The main difference is its leaves, which are frequently purple underneath and have scalloped margins.  . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1007/Fringed-water-lily
Garden orbweb spider|This species is highly variable in size and colour, although most commonly individuals are shaded with browns and greys with a body length up to 12 mm. Despite the variability in colour pattern, this species can be readily identified by the presence . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1642/Garden-orbweb-spider
German wasp|The German Wasp ranges in length of 12 - 17 mm long (queens may be up to 20 mm) with a blackish brown abdomen and bright yellow stripes. German wasps have strong black markings including an arrow-shaped mark down the middle of the abdomen & black . . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/1641/German-wasp
Ghost Ants|Ghost ants are very small - just 1.5 to 2mm long - with almost translucent abdomen and legs. But overseas they are a serious household nuisance. They build large colonies and forage around the house seeking sweet foods and proteins. . .|https://apps.mpi.govt.nz/applications/nzpests-view/Article/2942/Ghost-Ants
